Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
BIO  110  01,Fundamentals of Environ Sci Lecture,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"****NOTE: Meets on campus every Tuesdays from 12:30 p.m. to 1:55 p.m.**** BIO 110 Fundamentals of Environmental Science Lecture 3 Credit ( 3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Week ( 3 Hours Lecture) * 15 weeks This course is designed to provide students with a sound foundation in basic principles and unifying concepts of Environmental Science.  Topic selection is based on major themes of modern environmental sciences: humans and sustainability; science and ecological principles; sustaining biodiversity and natural resources; and sustaining environmental quality and human societies.  This course will study the interaction and relationship between humans and the environment.  Students will gain an awareness of the importance of Earth's systems in sustaining our daily lives, plus the scientific foundation and tools needed to apply critical thought to contemporary environmental issues.  The course is intended for both science and non-science majors.  Corequisite:  BIO 111",OPEN,Link
BIO  111  01,Fund of Environmental Science Lab,Tue,2:00 PM - 3:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"BIO 111 Fundamentals of Environmental Science Lab 1 Credit ( 0 Lecture, 1 Lab, 0 Shop) 2 Hrs/Week (2 Lab) * 15 weeks The laboratory provides students with experiential learning to support concepts and principles introduced in the lecture.  Co-requisite: BIO 110.",OPEN,Link
BIO  115  01,Anatomy and Physiology I (Lecture),Tue,9:30 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"****NOTE: Meets in person every Tuesday from 9:30 a.m. to 10:55 a.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  01,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"****NOTE: Meets in person every Tuesday from 9:30 a.m. to 10:55 a.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  02,Anatomy and Physiology I (Lecture),Wed,9:30 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"**Meets on campus Wednesdays 9:30 to 10:55am** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  02,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"**Meets on campus Wednesdays 9:30 to 10:55am** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  03,Anatomy and Physiology I (Lecture),Wed,12:30 PM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"****NOTE: Meets on campus every Wednesday from 12:30 p.m. to 1:55 p.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  03,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"****NOTE: Meets on campus every Wednesday from 12:30 p.m. to 1:55 p.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  04,Anatomy and Physiology I (Lecture),Tue,3:30 PM - 4:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"****NOTE: Meets in person every Tues from 3:30 p.m. to 4:55 p.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  04,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"****NOTE: Meets in person every Tues from 3:30 p.m. to 4:55 p.m.**** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  05,Anatomy and Physiology I (Lecture),Thur,9:30 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"**Meets in person everyThurs 9:30 - 10:55am** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  05,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"**Meets in person everyThurs 9:30 - 10:55am** BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  06,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  07,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  08,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  09,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  10,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  115  11,Anatomy and Physiology I (Lecture),,-,09/02/2025 - 12/19/2025,Online,Online,Online,"BIO 115 Anatomy and Physiology I 3 Credits (3 Lecture 0 Lab 0 Clinical) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is designed to provide the student with in-depth theory of human anatomy and physiology.  This is the first part of a two-semester course and will cover organization of the body, the chemical basis of life, support and movement, as well as the nervous system and integumentary system.  Prerequisites:  Students must meet the prerequisites for both ENG 101 and MAT 100, or permission from the instructor.  Co-requisite:  BIO 116.",OPEN,Link
BIO  116  01,Anatomy and Physiology I Lab,Tue,12:00 PM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,BIO 116 Anatomy and Physiology I 1 Credit (0 Lecture 1 Lab 0 Clinical) 2 Hrs/Wk (2 Hrs. Lab) *15 wks Laboratory experiments designed to support the topics covered in BIO 115. Co-requisite: BIO 115.,OPEN,Link
